name,year,month,day,hour,lat,long,status,category,wind
Charley,2004,8,13,0,21.7,-82.2,hurricane,2,90
Charley,2004,8,13,4,22.7,-82.6,hurricane,3,105
Charley,2004,8,13,6,23,-82.6,hurricane,3,105
Charley,2004,8,13,12,24.4,-82.9,hurricane,2,95
Charley,2004,8,13,18,26.1,-82.4,hurricane,4,125
Charley,2004,8,13,19,26.6,-82.2,hurricane,4,130
Charley,2004,8,13,20,26.9,-82.1,hurricane,4,125
Charley,2004,8,14,0,28.1,-81.6,hurricane,1,75
Charley,2004,8,14,6,30.1,-80.8,hurricane,1,75
Charley,2004,8,14,12,32.3,-79.7,hurricane,1,65
Charley,2004,8,14,14,33,-79.4,hurricane,1,70
Charley,2004,8,14,16,33.8,-78.7,hurricane,1,65
Charley,2004,8,14,18,34.5,-78.1,tropical storm,0,60
Danielle,2004,8,13,12,12.3,-21.8,tropical depression,-1,30
Danielle,2004,8,13,18,12.4,-23,tropical depression,-1,30
Danielle,2004,8,14,0,12.6,-24.2,tropical storm,0,35
Danielle,2004,8,14,6,12.9,-25.5,tropical storm,0,40
Danielle,2004,8,14,12,13.2,-26.8,tropical storm,0,45
Danielle,2004,8,14,18,13.5,-28.1,tropical storm,0,55
Danielle,2004,8,15,0,13.8,-29.3,hurricane,1,65
Danielle,2004,8,15,6,14.1,-30.8,hurricane,1,75
Danielle,2004,8,15,12,14.7,-32.1,hurricane,1,80
Danielle,2004,8,15,18,15.2,-33.5,hurricane,2,85
Danielle,2004,8,16,0,16,-34.8,hurricane,2,90
Danielle,2004,8,16,6,16.8,-36,hurricane,2,90
Danielle,2004,8,16,12,17.7,-37.2,hurricane,2,90
Danielle,2004,8,16,18,19,-38.2,hurricane,2,95
Danielle,2004,8,17,0,20.3,-38.9,hurricane,2,95
Danielle,2004,8,17,6,21.7,-39.6,hurricane,2,90
Danielle,2004,8,17,12,23.3,-40,hurricane,2,90
Danielle,2004,8,17,18,24.6,-40.3,hurricane,2,85
Danielle,2004,8,18,0,25.9,-40.6,hurricane,1,75
Danielle,2004,8,18,6,27.3,-40.3,hurricane,1,65
Danielle,2004,8,18,12,28.1,-39.8,tropical storm,0,55
Danielle,2004,8,18,18,28.9,-38.9,tropical storm,0,45
Danielle,2004,8,19,0,29.3,-37.8,tropical storm,0,40
Danielle,2004,8,19,6,29.7,-37.7,tropical storm,0,40
Danielle,2004,8,19,12,29.9,-37.7,tropical storm,0,35
Danielle,2004,8,19,18,29.9,-37.2,tropical storm,0,35
Danielle,2004,8,20,0,29.8,-36.8,tropical storm,0,35
Danielle,2004,8,20,6,30.2,-37,tropical storm,0,35
Danielle,2004,8,20,12,30.5,-37.2,tropical storm,0,35
Danielle,2004,8,20,18,30.9,-37.6,tropical depression,-1,30
Danielle,2004,8,21,0,30.9,-38,tropical depression,-1,30
Danielle,2004,8,21,6,30.6,-38.6,tropical depression,-1,30
Danielle,2004,8,21,12,30.7,-38.9,tropical depression,-1,25
Gaston,2004,8,27,12,31.8,-78.1,tropical depression,-1,25
Gaston,2004,8,27,18,31.6,-78,tropical depression,-1,25
Gaston,2004,8,28,0,31.4,-78,tropical depression,-1,30
Gaston,2004,8,28,6,31.3,-78.2,tropical storm,0,35
Gaston,2004,8,28,12,31.3,-78.5,tropical storm,0,45
Gaston,2004,8,28,18,31.3,-78.8,tropical storm,0,50
Gaston,2004,8,29,0,31.5,-79.1,tropical storm,0,55
Gaston,2004,8,29,6,32.1,-79.4,tropical storm,0,60
Gaston,2004,8,29,12,32.8,-79.5,hurricane,1,65
Gaston,2004,8,29,14,33,-79.6,hurricane,1,65
Gaston,2004,8,29,18,33.5,-79.6,tropical storm,0,45
Gaston,2004,8,30,0,34.2,-79.4,tropical depression,-1,30
Gaston,2004,8,30,6,34.9,-79.1,tropical depression,-1,30
Gaston,2004,8,30,12,35.6,-78.7,tropical depression,-1,25
Gaston,2004,8,30,18,36.4,-77.8,tropical depression,-1,30
Gaston,2004,8,31,0,37.2,-76.6,tropical storm,0,35
Gaston,2004,8,31,6,38.1,-74.8,tropical storm,0,35
Gaston,2004,8,31,12,39.1,-72.9,tropical storm,0,35
Gaston,2004,8,31,18,40.2,-70.5,tropical storm,0,35
Gaston,2004,9,1,0,41,-67.5,tropical storm,0,40
Gaston,2004,9,1,6,41.7,-63.5,tropical storm,0,45
Hermine,2004,8,27,18,29,-65.2,tropical depression,-1,25
Hermine,2004,8,28,0,29,-65.7,tropical depression,-1,25
Hermine,2004,8,28,6,29.1,-66.2,tropical depression,-1,25
Hermine,2004,8,28,12,29.2,-66.6,tropical depression,-1,30
Hermine,2004,8,28,18,29.7,-67.2,tropical depression,-1,30
Hermine,2004,8,29,0,30.1,-68.4,tropical depression,-1,30
Hermine,2004,8,29,6,30.5,-69.2,tropical depression,-1,30
Hermine,2004,8,29,12,31.1,-69.8,tropical storm,0,35
Hermine,2004,8,29,18,31.8,-70.5,tropical storm,0,40
Hermine,2004,8,30,0,32.6,-71.1,tropical storm,0,40
Hermine,2004,8,30,6,33.8,-71.5,tropical storm,0,50
Hermine,2004,8,30,12,35.8,-71.5,tropical storm,0,45
Hermine,2004,8,30,18,37.6,-71.4,tropical storm,0,45
Hermine,2004,8,31,0,39.9,-71.3,tropical storm,0,35
Hermine,2004,8,31,6,41.5,-70.9,tropical storm,0,35
Ivan,2004,9,2,18,9.7,-27.6,tropical depression,-1,25
Ivan,2004,9,3,0,9.7,-28.7,tropical depression,-1,30
Ivan,2004,9,3,6,9.7,-30.3,tropical storm,0,35
Ivan,2004,9,3,12,9.5,-32.1,tropical storm,0,40
Ivan,2004,9,3,18,9.3,-33.6,tropical storm,0,45
Ivan,2004,9,4,0,9.1,-35,tropical storm,0,45
Ivan,2004,9,4,6,8.9,-36.5,tropical storm,0,50
Ivan,2004,9,4,12,8.9,-38.2,tropical storm,0,50
Ivan,2004,9,4,18,9,-39.9,tropical storm,0,55
Ivan,2004,9,5,0,9.3,-41.4,tropical storm,0,60
Ivan,2004,9,5,6,9.5,-43.4,hurricane,1,65
Ivan,2004,9,5,12,9.8,-45.1,hurricane,2,85
Ivan,2004,9,5,18,10.2,-46.8,hurricane,3,110
Ivan,2004,9,6,0,10.6,-48.5,hurricane,4,115
Ivan,2004,9,6,6,10.8,-50.5,hurricane,3,110
Ivan,2004,9,6,12,11,-52.5,hurricane,3,110
Ivan,2004,9,6,18,11.3,-54.4,hurricane,2,90
Ivan,2004,9,7,0,11.2,-56.1,hurricane,2,90
Ivan,2004,9,7,6,11.3,-57.8,hurricane,2,95
Ivan,2004,9,7,12,11.6,-59.4,hurricane,3,100
Ivan,2004,9,7,18,11.8,-61.1,hurricane,3,105
Ivan,2004,9,7,21,11.9,-61.8,hurricane,3,110
Ivan,2004,9,8,0,12,-62.6,hurricane,4,115
Ivan,2004,9,8,6,12.3,-64.1,hurricane,4,120
Ivan,2004,9,8,12,12.6,-65.5,hurricane,4,120
Ivan,2004,9,8,18,13,-67,hurricane,4,120
Ivan,2004,9,9,0,13.3,-68.3,hurricane,4,130
Ivan,2004,9,9,6,13.7,-69.5,hurricane,5,140
Ivan,2004,9,9,12,14.2,-70.8,hurricane,5,140
Ivan,2004,9,9,18,14.7,-71.9,hurricane,4,130
Ivan,2004,9,10,0,15.2,-72.8,hurricane,4,130
Ivan,2004,9,10,6,15.7,-73.8,hurricane,4,125
Ivan,2004,9,10,12,16.2,-74.7,hurricane,4,125
Ivan,2004,9,10,18,16.8,-75.8,hurricane,4,120
Ivan,2004,9,11,0,17.3,-76.5,hurricane,4,135
Ivan,2004,9,11,3,17.4,-77.2,hurricane,4,130
Ivan,2004,9,11,6,17.4,-77.6,hurricane,4,130
Ivan,2004,9,11,12,17.7,-78.4,hurricane,4,125
Ivan,2004,9,11,18,18,-79,hurricane,5,145
Ivan,2004,9,12,0,18.2,-79.6,hurricane,5,145
Ivan,2004,9,12,6,18.4,-80.4,hurricane,4,135
Ivan,2004,9,12,12,18.8,-81.2,hurricane,4,135
Ivan,2004,9,12,14,18.9,-81.5,hurricane,4,130
Ivan,2004,9,12,18,19.1,-82.1,hurricane,4,130
Ivan,2004,9,13,0,19.5,-82.8,hurricane,5,140
Ivan,2004,9,13,6,19.9,-83.5,hurricane,5,140
Ivan,2004,9,13,12,20.4,-84.1,hurricane,5,140
Ivan,2004,9,13,18,20.9,-84.7,hurricane,5,140
Ivan,2004,9,13,21,22.1,-84.8,hurricane,5,140
Ivan,2004,9,14,0,21.6,-85.1,hurricane,5,140
Ivan,2004,9,14,1,21.7,-85.2,hurricane,5,140
Ivan,2004,9,14,6,22.4,-85.6,hurricane,5,140
Ivan,2004,9,14,12,23,-86,hurricane,4,125
Ivan,2004,9,14,18,23.7,-86.5,hurricane,4,120
Ivan,2004,9,15,0,24.7,-87,hurricane,4,120
Ivan,2004,9,15,6,25.6,-87.4,hurricane,4,120
Ivan,2004,9,15,12,26.7,-87.9,hurricane,4,115
Ivan,2004,9,15,18,27.9,-88.2,hurricane,4,115
Ivan,2004,9,16,0,28.9,-88.2,hurricane,3,110
Ivan,2004,9,16,6,30,-87.9,hurricane,3,105
Ivan,2004,9,16,6,30.2,-87.9,hurricane,3,105
Ivan,2004,9,16,12,31.4,-87.7,hurricane,1,70
Ivan,2004,9,16,18,32.5,-87.4,tropical storm,0,50
Ivan,2004,9,17,0,33.8,-86.5,tropical depression,-1,30
Ivan,2004,9,17,6,34.7,-85.7,tropical depression,-1,25
Ivan,2004,9,17,12,35.4,-84,tropical depression,-1,20
Ivan,2004,9,17,18,36.2,-82.3,tropical depression,-1,20
Ivan,2004,9,18,0,37,-80.5,tropical depression,-1,20
Ivan,2004,9,18,6,37.7,-78.5,tropical depression,-1,15
Ivan,2004,9,18,12,38.4,-76.7,tropical depression,-1,15
Ivan,2004,9,22,18,26.5,-88.6,tropical depression,-1,30
Ivan,2004,9,23,0,27.1,-89.5,tropical storm,0,35
Ivan,2004,9,23,6,27.9,-91,tropical storm,0,35
Ivan,2004,9,23,12,28.9,-92.2,tropical storm,0,50
Ivan,2004,9,23,18,29.2,-92.7,tropical storm,0,40
Ivan,2004,9,24,0,29.6,-93.2,tropical depression,-1,30
Ivan,2004,9,24,2,29.8,-93.6,tropical depression,-1,30
Ivan,2004,9,24,6,30.1,-94.2,tropical depression,-1,25
AL102004,2004,9,7,12,31.5,-39.7,tropical depression,-1,25
AL102004,2004,9,7,18,31.7,-39.3,tropical depression,-1,25
AL102004,2004,9,8,0,32,-38.7,tropical depression,-1,25
AL102004,2004,9,8,6,32.3,-38.1,tropical depression,-1,25
AL102004,2004,9,8,12,32.8,-37.1,tropical depression,-1,25
AL102004,2004,9,8,18,33.8,-36,tropical depression,-1,25
AL102004,2004,9,9,0,35.3,-35,tropical depression,-1,30
AL102004,2004,9,9,6,36.2,-34.3,tropical depression,-1,30
Jeanne,2004,9,13,18,15.9,-60,tropical depression,-1,25
Jeanne,2004,9,14,0,16,-60.7,tropical depression,-1,25
Jeanne,2004,9,14,4,16.2,-61.3,tropical depression,-1,30
Jeanne,2004,9,14,6,16.3,-61.5,tropical depression,-1,30
Jeanne,2004,9,14,12,16.4,-62.6,tropical storm,0,35
Jeanne,2004,9,14,18,16.7,-63.5,tropical storm,0,50
Jeanne,2004,9,15,0,17.1,-64,tropical storm,0,55
Jeanne,2004,9,15,6,17.2,-64.8,tropical storm,0,55
Jeanne,2004,9,15,12,17.6,-65.4,tropical storm,0,60
Jeanne,2004,9,15,16,18,-66,tropical storm,0,60
Jeanne,2004,9,15,18,18.1,-66.2,tropical storm,0,60
Jeanne,2004,9,16,0,18.5,-67.1,tropical storm,0,60
Jeanne,2004,9,16,6,18.6,-67.8,tropical storm,0,60
Jeanne,2004,9,16,11,18.6,-68.3,hurricane,1,70
Jeanne,2004,9,16,12,18.6,-68.5,hurricane,1,70
Jeanne,2004,9,16,18,18.8,-69,hurricane,1,65
Jeanne,2004,9,17,0,19.2,-69.4,tropical storm,0,60
Jeanne,2004,9,17,6,19.4,-69.9,tropical storm,0,55
Jeanne,2004,9,17,12,19.7,-70.7,tropical storm,0,50
Jeanne,2004,9,17,18,20,-71.6,tropical depression,-1,30
Jeanne,2004,9,18,0,20.2,-72,tropical storm,0,40
Jeanne,2004,9,18,6,20.4,-72.5,tropical storm,0,45
Jeanne,2004,9,18,12,21.2,-72.8,tropical storm,0,45
Jeanne,2004,9,18,18,21.7,-72.3,tropical storm,0,40
Jeanne,2004,9,19,0,22.2,-72.2,tropical storm,0,40
Jeanne,2004,9,19,6,22.8,-72.3,tropical storm,0,40
Jeanne,2004,9,19,12,23.5,-72.5,tropical storm,0,40
Jeanne,2004,9,19,18,24.2,-72.3,tropical storm,0,45
Jeanne,2004,9,20,0,24.8,-72.1,tropical storm,0,50
Jeanne,2004,9,20,6,25.5,-72,tropical storm,0,55
Jeanne,2004,9,20,12,26.6,-71.7,tropical storm,0,60
Jeanne,2004,9,20,18,27.2,-71.4,hurricane,1,75
Jeanne,2004,9,21,0,27.4,-70.8,hurricane,1,75
Jeanne,2004,9,21,6,27.6,-70.2,hurricane,1,75
Jeanne,2004,9,21,12,27.6,-69.5,hurricane,1,75
Jeanne,2004,9,21,18,27.4,-69.2,hurricane,1,75
Jeanne,2004,9,22,0,27.2,-68.9,hurricane,1,80
Jeanne,2004,9,22,6,26.8,-68.7,hurricane,2,85
Jeanne,2004,9,22,12,26.5,-68.5,hurricane,2,85
Jeanne,2004,9,22,18,26.2,-68.8,hurricane,2,85
Jeanne,2004,9,23,0,25.7,-69,hurricane,2,85
Jeanne,2004,9,23,6,25.5,-69.3,hurricane,2,85
Jeanne,2004,9,23,12,25.5,-69.6,hurricane,1,80
Jeanne,2004,9,23,18,25.8,-70,hurricane,1,75
Jeanne,2004,9,24,0,26,-70.4,hurricane,1,70
Jeanne,2004,9,24,6,26.1,-71.2,hurricane,1,75
Jeanne,2004,9,24,12,26.2,-72.2,hurricane,1,80
Jeanne,2004,9,24,18,26.4,-73.1,hurricane,2,85
Jeanne,2004,9,25,0,26.4,-74.3,hurricane,2,85
Jeanne,2004,9,25,6,26.5,-75.6,hurricane,2,90
Jeanne,2004,9,25,12,26.6,-76.9,hurricane,3,100
Jeanne,2004,9,25,14,26.7,-77.3,hurricane,3,100
Jeanne,2004,9,25,18,26.9,-78.2,hurricane,3,105
Jeanne,2004,9,26,0,27.1,-79.4,hurricane,3,105
Jeanne,2004,9,26,4,27.2,-80.2,hurricane,3,105
Jeanne,2004,9,26,6,27.3,-80.6,hurricane,2,95
Jeanne,2004,9,26,12,27.7,-81.6,hurricane,1,75
Jeanne,2004,9,26,18,28.3,-82.3,tropical storm,0,55
Jeanne,2004,9,27,0,29.3,-82.7,tropical storm,0,45
Jeanne,2004,9,27,6,30.1,-83.3,tropical storm,0,40
Jeanne,2004,9,27,12,31.1,-83.9,tropical storm,0,35
Jeanne,2004,9,27,18,32.5,-83.6,tropical depression,-1,30
Jeanne,2004,9,28,0,33.2,-83.2,tropical depression,-1,25
Jeanne,2004,9,28,6,34.1,-82.4,tropical depression,-1,20
Jeanne,2004,9,28,12,35.4,-81,tropical depression,-1,20
Jeanne,2004,9,28,18,37.3,-78.4,tropical depression,-1,25
Karl,2004,9,16,6,11.2,-29.2,tropical depression,-1,30
Karl,2004,9,16,12,11.2,-30.7,tropical depression,-1,30
Karl,2004,9,16,18,11.2,-32.1,tropical storm,0,35
Karl,2004,9,17,0,11.2,-33.3,tropical storm,0,40
Karl,2004,9,17,6,11.6,-34.4,tropical storm,0,50
Karl,2004,9,17,12,12.1,-35.3,tropical storm,0,55
Karl,2004,9,17,18,13,-36,tropical storm,0,55
Karl,2004,9,18,0,13.9,-37,hurricane,1,70
Karl,2004,9,18,6,14.5,-38,hurricane,2,85
Karl,2004,9,18,12,15,-38.8,hurricane,2,90
Karl,2004,9,18,18,15.6,-39.7,hurricane,2,95
Karl,2004,9,19,0,15.9,-40.8,hurricane,2,95
Karl,2004,9,19,6,16,-41.6,hurricane,3,100
Karl,2004,9,19,12,16.3,-42.4,hurricane,3,105
Karl,2004,9,19,18,16.7,-43.4,hurricane,3,110
Karl,2004,9,20,0,16.8,-44.5,hurricane,3,110
Karl,2004,9,20,6,17,-45.2,hurricane,4,115
Karl,2004,9,20,12,17.5,-46,hurricane,3,110
Karl,2004,9,20,18,18.1,-46.5,hurricane,3,110
Karl,2004,9,21,0,18.7,-47,hurricane,4,120
Karl,2004,9,21,6,19.6,-47.3,hurricane,4,125
Karl,2004,9,21,12,20.8,-47.8,hurricane,4,120
Karl,2004,9,21,18,22.3,-48.3,hurricane,3,105
Karl,2004,9,22,0,23.7,-48.8,hurricane,3,100
Karl,2004,9,22,6,24.9,-49.4,hurricane,2,95
Karl,2004,9,22,12,26.2,-49.5,hurricane,2,90
Karl,2004,9,22,18,27.5,-48.7,hurricane,2,90
Karl,2004,9,23,0,29,-47.7,hurricane,2,95
Karl,2004,9,23,6,30.7,-46.3,hurricane,3,110
Karl,2004,9,23,12,32.5,-44.4,hurricane,3,105
Karl,2004,9,23,18,34.5,-43,hurricane,2,90
Karl,2004,9,24,0,36.8,-41.9,hurricane,1,80
Karl,2004,9,24,6,39.5,-41.2,hurricane,1,75
Karl,2004,9,24,12,42.6,-40.5,hurricane,1,70
Karl,2004,9,24,18,45.5,-40.5,hurricane,1,65
Lisa,2004,9,19,18,13.3,-32.4,tropical depression,-1,30
Lisa,2004,9,20,0,13.3,-33.3,tropical depression,-1,30
Lisa,2004,9,20,6,13.4,-34.3,tropical depression,-1,30
Lisa,2004,9,20,12,13.5,-35.4,tropical storm,0,40
Lisa,2004,9,20,18,13.7,-36.4,tropical storm,0,50
Lisa,2004,9,21,0,13.7,-37.4,tropical storm,0,55
Lisa,2004,9,21,6,13.9,-38.3,tropical storm,0,60
Lisa,2004,9,21,12,14.1,-39.1,tropical storm,0,60
Lisa,2004,9,21,18,14.3,-39.7,tropical storm,0,60
Lisa,2004,9,22,0,14.4,-40.2,tropical storm,0,55
Lisa,2004,9,22,6,14.4,-40.6,tropical storm,0,50
Lisa,2004,9,22,12,14.2,-41.1,tropical storm,0,45
Lisa,2004,9,22,18,13.9,-41.5,tropical storm,0,45
Lisa,2004,9,23,0,13.2,-41.4,tropical storm,0,45
Lisa,2004,9,23,6,13,-40.6,tropical storm,0,40
Lisa,2004,9,23,12,13.1,-40,tropical storm,0,35
Lisa,2004,9,23,18,14.3,-40.5,tropical depression,-1,30
Lisa,2004,9,24,0,14.3,-41.7,tropical depression,-1,30
Lisa,2004,9,24,6,13.8,-42.4,tropical storm,0,40
Lisa,2004,9,24,12,13.9,-43.2,tropical storm,0,35
Lisa,2004,9,24,18,14,-43.8,tropical depression,-1,30
Lisa,2004,9,25,0,14.3,-44.4,tropical depression,-1,30
Lisa,2004,9,25,6,14.9,-44.9,tropical storm,0,35
Lisa,2004,9,25,12,15.7,-45.4,tropical storm,0,45
Lisa,2004,9,25,18,16.7,-45.7,tropical storm,0,45
Lisa,2004,9,26,0,17.4,-45.8,tropical storm,0,45
Lisa,2004,9,26,6,18,-45.9,tropical storm,0,50
Lisa,2004,9,26,12,18.7,-46,tropical storm,0,55
Lisa,2004,9,26,18,19.2,-46,tropical storm,0,50
Lisa,2004,9,27,0,19.6,-46,tropical storm,0,45
Lisa,2004,9,27,6,20,-46.1,tropical storm,0,45
Lisa,2004,9,27,12,20.6,-46.2,tropical storm,0,45
Lisa,2004,9,27,18,21.3,-46.2,tropical storm,0,40
Lisa,2004,9,28,0,22,-46.4,tropical storm,0,40
Lisa,2004,9,28,6,23,-46.5,tropical storm,0,40
Lisa,2004,9,28,12,24.3,-46.5,tropical storm,0,45
Lisa,2004,9,28,18,25.4,-46.5,tropical storm,0,55
Lisa,2004,9,29,0,26.4,-46.4,tropical storm,0,60
Lisa,2004,9,29,6,27.5,-46.2,tropical storm,0,60
Lisa,2004,9,29,12,28.9,-45.8,tropical storm,0,60
Lisa,2004,9,29,18,30.1,-45.8,tropical storm,0,60
Lisa,2004,9,30,0,31.1,-46.1,tropical storm,0,60
Lisa,2004,9,30,6,32,-46.7,tropical storm,0,55
Lisa,2004,9,30,12,32.4,-47.3,tropical storm,0,50
Lisa,2004,9,30,18,33.1,-47.8,tropical storm,0,45
Lisa,2004,10,1,0,34.1,-47.8,tropical storm,0,50
Lisa,2004,10,1,6,35.1,-47.6,tropical storm,0,55
Lisa,2004,10,1,12,36.3,-47,tropical storm,0,60
Lisa,2004,10,1,18,37.7,-45.8,tropical storm,0,60
Lisa,2004,10,2,0,38.9,-43.8,tropical storm,0,60
Lisa,2004,10,2,6,40.3,-41.6,hurricane,1,65
Lisa,2004,10,2,12,41.6,-39.1,hurricane,1,65
Lisa,2004,10,2,18,42.8,-36,tropical storm,0,55
Lisa,2004,10,3,0,43.8,-33,tropical storm,0,50
Matthew,2004,10,8,12,24,-95.4,tropical depression,-1,30
Matthew,2004,10,8,18,24.1,-94.2,tropical storm,0,35
Matthew,2004,10,9,0,24.6,-93.7,tropical storm,0,40
Matthew,2004,10,9,6,25.3,-93.2,tropical storm,0,35
Matthew,2004,10,9,12,26.3,-92.8,tropical storm,0,35
Matthew,2004,10,9,18,26.8,-92,tropical storm,0,40
Matthew,2004,10,10,0,27.3,-91.4,tropical storm,0,40
Matthew,2004,10,10,6,28.1,-91.2,tropical storm,0,40
Matthew,2004,10,10,11,29.2,-91,tropical storm,0,35
Matthew,2004,10,10,12,29.4,-90.9,tropical depression,-1,30
Matthew,2004,10,10,18,30.4,-90.9,tropical depression,-1,25
Otto,2004,11,30,18,31.7,-51,tropical storm,0,40
Otto,2004,12,1,0,31.8,-50.9,tropical storm,0,40
Otto,2004,12,1,6,31.9,-50.8,tropical storm,0,40
Otto,2004,12,1,12,31.6,-50.4,tropical storm,0,40
Otto,2004,12,1,18,31,-50.1,tropical storm,0,35
Otto,2004,12,2,0,30.5,-49.9,tropical storm,0,35
Otto,2004,12,2,6,29.9,-50.1,tropical storm,0,35
Otto,2004,12,2,12,29.1,-50.4,tropical depression,-1,30
Otto,2004,12,2,18,28.5,-50.1,tropical depression,-1,30
Otto,2004,12,3,0,27.9,-50.1,tropical depression,-1,30
Emily,2005,7,11,0,10.7,-42.4,tropical depression,-1,25
Emily,2005,7,11,6,10.8,-43.4,tropical depression,-1,30
Emily,2005,7,11,12,10.9,-44.4,tropical depression,-1,30
Emily,2005,7,11,18,11,-45.4,tropical depression,-1,30
Emily,2005,7,12,0,11,-46.8,tropical storm,0,35
Emily,2005,7,12,6,11,-48.5,tropical storm,0,40
Emily,2005,7,12,12,11,-50.2,tropical storm,0,45
Emily,2005,7,12,18,11,-52,tropical storm,0,45
Emily,2005,7,13,0,11,-53.7,tropical storm,0,45
Emily,2005,7,13,6,11.1,-55.4,tropical storm,0,45
Emily,2005,7,13,12,11.2,-57.2,tropical storm,0,50
Emily,2005,7,13,18,11.4,-58.9,tropical storm,0,55
Emily,2005,7,14,0,11.6,-60.2,hurricane,1,70
Emily,2005,7,14,6,11.9,-61.5,hurricane,1,75
Emily,2005,7,14,7,12,-61.8,hurricane,1,75
Emily,2005,7,14,12,12.4,-63.2,hurricane,2,85
Emily,2005,7,14,18,12.9,-64.9,hurricane,3,100
Emily,2005,7,15,0,13.3,-66.7,hurricane,3,110
Emily,2005,7,15,6,13.7,-68.4,hurricane,4,115
Emily,2005,7,15,12,14.1,-70.1,hurricane,4,115
Emily,2005,7,15,18,14.5,-71.8,hurricane,2,95
Emily,2005,7,16,0,14.9,-73.4,hurricane,3,110
Emily,2005,7,16,6,15.4,-75,hurricane,4,120
Emily,2005,7,16,12,15.9,-76.5,hurricane,4,130
Emily,2005,7,16,18,16.4,-78,hurricane,4,135
Emily,2005,7,17,0,17.1,-79.5,hurricane,5,140
Emily,2005,7,17,6,17.7,-81.2,hurricane,4,135
Emily,2005,7,17,12,18.3,-82.8,hurricane,4,130
Emily,2005,7,17,18,18.9,-84.3,hurricane,4,125
Emily,2005,7,18,0,19.5,-85.8,hurricane,4,120
Emily,2005,7,18,6,20.3,-87.3,hurricane,4,115
Emily,2005,7,18,6,20.3,-87.4,hurricane,4,115
Emily,2005,7,18,12,21.3,-88.9,hurricane,1,65
Emily,2005,7,18,18,22,-90.3,hurricane,1,65
Emily,2005,7,19,0,22.6,-91.5,hurricane,1,75
Emily,2005,7,19,6,23.2,-92.8,hurricane,1,80
Emily,2005,7,19,12,23.7,-94,hurricane,1,80
Emily,2005,7,19,18,24.1,-95.1,hurricane,2,85
Emily,2005,7,20,0,24.4,-96.1,hurricane,3,110
Emily,2005,7,20,6,24.6,-96.9,hurricane,3,110
Emily,2005,7,20,12,24.8,-97.6,hurricane,3,110
Emily,2005,7,20,18,25,-98.7,tropical storm,1,70
Emily,2005,7,21,0,25,-99.7,tropical storm,0,45
Emily,2005,7,21,6,25,-100.5,tropical depression,-1,30
Emily,2005,7,21,12,25,-101.1,tropical depression,-1,25
Franklin,2005,7,21,18,25,-75,tropical depression,-1,30
Franklin,2005,7,22,0,25.7,-75.9,tropical storm,0,40
Franklin,2005,7,22,6,26.2,-76.4,tropical storm,0,40
Franklin,2005,7,22,12,26.6,-76.8,tropical storm,0,45
Franklin,2005,7,22,18,27.4,-76.7,tropical storm,0,45
Franklin,2005,7,23,0,28.1,-76.6,tropical storm,0,45
Franklin,2005,7,23,6,28.7,-76.1,tropical storm,0,50
Franklin,2005,7,23,12,29.2,-75.4,tropical storm,0,60
Franklin,2005,7,23,18,29.7,-74.7,tropical storm,0,60
Franklin,2005,7,24,0,30.1,-73.5,tropical storm,0,55
Franklin,2005,7,24,6,30.3,-72.6,tropical storm,0,55
Franklin,2005,7,24,12,30.7,-71.9,tropical storm,0,45
Franklin,2005,7,24,18,31.1,-71.2,tropical storm,0,45
Franklin,2005,7,25,0,31.1,-71.2,tropical storm,0,40
Franklin,2005,7,25,6,31,-70.5,tropical storm,0,40
Franklin,2005,7,25,12,30.9,-69.8,tropical storm,0,40
Franklin,2005,7,25,18,30.9,-69.6,tropical storm,0,40
Franklin,2005,7,26,0,30.9,-68.6,tropical storm,0,35
Franklin,2005,7,26,6,31.2,-68.2,tropical storm,0,35
Franklin,2005,7,26,12,31.7,-68.1,tropical storm,0,35
Franklin,2005,7,26,18,32.2,-68.3,tropical storm,0,35
Franklin,2005,7,27,0,32.4,-68.5,tropical storm,0,40
Franklin,2005,7,27,6,32.8,-68.8,tropical storm,0,40
Franklin,2005,7,27,12,33.2,-69.1,tropical storm,0,45
Franklin,2005,7,27,18,33.6,-69.3,tropical storm,0,45
Franklin,2005,7,28,0,34.2,-69.4,tropical storm,0,50
Franklin,2005,7,28,6,35,-69.3,tropical storm,0,50
Franklin,2005,7,28,12,36,-69.1,tropical storm,0,45
Franklin,2005,7,28,18,37.1,-68,tropical storm,0,50
Franklin,2005,7,29,0,38.4,-66.6,tropical storm,0,50
Franklin,2005,7,29,6,39.6,-64.8,tropical storm,0,50
Franklin,2005,7,29,12,40.8,-62.8,tropical storm,0,50
Franklin,2005,7,29,18,42.2,-60.2,tropical storm,0,50
Gert,2005,7,23,18,19.3,-92.9,tropical depression,-1,25
Gert,2005,7,24,0,19.8,-93.8,tropical depression,-1,30
Gert,2005,7,24,6,20.8,-95,tropical storm,0,35
Gert,2005,7,24,12,21,-95.8,tropical storm,0,35
Gert,2005,7,24,18,21.4,-96.6,tropical storm,0,35
Gert,2005,7,25,0,21.8,-97.6,tropical storm,0,40
Gert,2005,7,25,6,22.3,-98.6,tropical depression,-1,30
Gert,2005,7,25,12,22.5,-100,tropical depression,-1,25
Harvey,2005,8,2,18,28.2,-68.8,tropical depression,-1,30
Harvey,2005,8,3,0,28.9,-68.7,tropical depression,-1,30
Harvey,2005,8,3,6,29.5,-68.6,tropical storm,0,40
