speed,period,warning,location
41,After,Warn,L04
41,After,Warn,L04
41,After,Warn,L04
41,After,Warn,L04
41,After,Warn,L04
42,After,Warn,L04
42,After,Warn,L04
43,After,Warn,L04
44,After,Warn,L04
44,After,Warn,L04
44,After,Warn,L04
45,After,Warn,L04
45,After,Warn,L04
45,After,Warn,L04
47,After,Warn,L04
47,After,Warn,L04
47,After,Warn,L04
48,After,Warn,L04
49,After,Warn,L04
49,After,Warn,L04
26,Before,No Warn,L04
26,Before,No Warn,L04
26,Before,No Warn,L04
27,Before,No Warn,L04
28,Before,No Warn,L04
28,Before,No Warn,L04
29,Before,No Warn,L04
30,Before,No Warn,L04
31,Before,No Warn,L04
31,Before,No Warn,L04
32,Before,No Warn,L04
32,Before,No Warn,L04
32,Before,No Warn,L04
32,Before,No Warn,L04
32,Before,No Warn,L04
32,Before,No Warn,L04
33,Before,No Warn,L04
33,Before,No Warn,L04
33,Before,No Warn,L04
33,Before,No Warn,L04
33,Before,No Warn,L04
33,Before,No Warn,L04
33,Before,No Warn,L04
34,Before,No Warn,L04
34,Before,No Warn,L04
34,Before,No Warn,L04
34,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
35,Before,No Warn,L04
36,Before,No Warn,L04
36,Before,No Warn,L04
36,Before,No Warn,L04
36,Before,No Warn,L04
36,Before,No Warn,L04
37,Before,No Warn,L04
37,Before,No Warn,L04
37,Before,No Warn,L04
37,Before,No Warn,L04
37,Before,No Warn,L04
37,Before,No Warn,L04
37,Before,No Warn,L04
37,Before,No Warn,L04
38,Before,No Warn,L04
38,Before,No Warn,L04
38,Before,No Warn,L04
38,Before,No Warn,L04
38,Before,No Warn,L04
38,Before,No Warn,L04
39,Before,No Warn,L04
39,Before,No Warn,L04
39,Before,No Warn,L04
39,Before,No Warn,L04
39,Before,No Warn,L04
40,Before,No Warn,L04
40,Before,No Warn,L04
40,Before,No Warn,L04
40,Before,No Warn,L04
40,Before,No Warn,L04
40,Before,No Warn,L04
41,Before,No Warn,L04
41,Before,No Warn,L04
41,Before,No Warn,L04
41,Before,No Warn,L04
41,Before,No Warn,L04
41,Before,No Warn,L04
41,Before,No Warn,L04
41,Before,No Warn,L04
42,Before,No Warn,L04
42,Before,No Warn,L04
42,Before,No Warn,L04
42,Before,No Warn,L04
43,Before,No Warn,L04
43,Before,No Warn,L04
43,Before,No Warn,L04
43,Before,No Warn,L04
43,Before,No Warn,L04
44,Before,No Warn,L04
44,Before,No Warn,L04
44,Before,No Warn,L04
44,Before,No Warn,L04
45,Before,No Warn,L04
45,Before,No Warn,L04
45,Before,No Warn,L04
46,Before,No Warn,L04
47,Before,No Warn,L04
47,Before,No Warn,L04
48,Before,No Warn,L04
48,Before,No Warn,L04
50,Before,No Warn,L04
50,Before,No Warn,L04
52,Before,No Warn,L04
55,Before,No Warn,L04
22,After,No Warn,L04
25,After,No Warn,L04
26,After,No Warn,L04
26,After,No Warn,L04
28,After,No Warn,L04
28,After,No Warn,L04
28,After,No Warn,L04
29,After,No Warn,L04
29,After,No Warn,L04
30,After,No Warn,L04
30,After,No Warn,L04
30,After,No Warn,L04
30,After,No Warn,L04
30,After,No Warn,L04
30,After,No Warn,L04
30,After,No Warn,L04
31,After,No Warn,L04
31,After,No Warn,L04
31,After,No Warn,L04
31,After,No Warn,L04
31,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
32,After,No Warn,L04
33,After,No Warn,L04
33,After,No Warn,L04
33,After,No Warn,L04
33,After,No Warn,L04
33,After,No Warn,L04
33,After,No Warn,L04
33,After,No Warn,L04
34,After,No Warn,L04
34,After,No Warn,L04
34,After,No Warn,L04
34,After,No Warn,L04
34,After,No Warn,L04
34,After,No Warn,L04
34,After,No Warn,L04
35,After,No Warn,L04
35,After,No Warn,L04
35,After,No Warn,L04
35,After,No Warn,L04
35,After,No Warn,L04
35,After,No Warn,L04
36,After,No Warn,L04
36,After,No Warn,L04
36,After,No Warn,L04
36,After,No Warn,L04
37,After,No Warn,L04
37,After,No Warn,L04
37,After,No Warn,L04
37,After,No Warn,L04
37,After,No Warn,L04
37,After,No Warn,L04
37,After,No Warn,L04
37,After,No Warn,L04
38,After,No Warn,L04
38,After,No Warn,L04
38,After,No Warn,L04
38,After,No Warn,L04
38,After,No Warn,L04
38,After,No Warn,L04
39,After,No Warn,L04
39,After,No Warn,L04
39,After,No Warn,L04
39,After,No Warn,L04
39,After,No Warn,L04
40,After,No Warn,L04
40,After,No Warn,L04
40,After,No Warn,L04
40,After,No Warn,L04
41,After,No Warn,L04
41,After,No Warn,L04
41,After,No Warn,L04
41,After,No Warn,L04
42,After,No Warn,L04
42,After,No Warn,L04
43,After,No Warn,L04
43,After,No Warn,L04
43,After,No Warn,L04
43,After,No Warn,L04
43,After,No Warn,L04
44,After,No Warn,L04
44,After,No Warn,L04
45,After,No Warn,L04
49,After,No Warn,L04
49,After,No Warn,L04
49,After,No Warn,L04
50,After,No Warn,L04
50,After,No Warn,L04
51,After,No Warn,L04
51,After,No Warn,L04
54,After,No Warn,L04
54,After,No Warn,L04
26,Before,Warn,L05
26,Before,Warn,L05
26,Before,Warn,L05
26,Before,Warn,L05
27,Before,Warn,L05
30,Before,Warn,L05
30,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
31,Before,Warn,L05
32,Before,Warn,L05
32,Before,Warn,L05
32,Before,Warn,L05
32,Before,Warn,L05
32,Before,Warn,L05
33,Before,Warn,L05
33,Before,Warn,L05
33,Before,Warn,L05
33,Before,Warn,L05
33,Before,Warn,L05
33,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
34,Before,Warn,L05
35,Before,Warn,L05
35,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
36,Before,Warn,L05
37,Before,Warn,L05
37,Before,Warn,L05
37,Before,Warn,L05
37,Before,Warn,L05
37,Before,Warn,L05
37,Before,Warn,L05
38,Before,Warn,L05
38,Before,Warn,L05
38,Before,Warn,L05
38,Before,Warn,L05
38,Before,Warn,L05
38,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
39,Before,Warn,L05
40,Before,Warn,L05
40,Before,Warn,L05
40,Before,Warn,L05
41,Before,Warn,L05
41,Before,Warn,L05
41,Before,Warn,L05
41,Before,Warn,L05
42,Before,Warn,L05
42,Before,Warn,L05
42,Before,Warn,L05
42,Before,Warn,L05
42,Before,Warn,L05
42,Before,Warn,L05
42,Before,Warn,L05
42,Before,Warn,L05
43,Before,Warn,L05
43,Before,Warn,L05
43,Before,Warn,L05
43,Before,Warn,L05
43,Before,Warn,L05
44,Before,Warn,L05
46,Before,Warn,L05
46,Before,Warn,L05
46,Before,Warn,L05
46,Before,Warn,L05
46,Before,Warn,L05
49,Before,Warn,L05
24,After,Warn,L05
26,After,Warn,L05
27,After,Warn,L05
27,After,Warn,L05
28,After,Warn,L05
28,After,Warn,L05
28,After,Warn,L05
28,After,Warn,L05
28,After,Warn,L05
28,After,Warn,L05
29,After,Warn,L05
29,After,Warn,L05
29,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
30,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
31,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
32,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
33,After,Warn,L05
34,After,Warn,L05
34,After,Warn,L05
34,After,Warn,L05
34,After,Warn,L05
34,After,Warn,L05
34,After,Warn,L05
35,After,Warn,L05
35,After,Warn,L05
35,After,Warn,L05
35,After,Warn,L05
36,After,Warn,L05
36,After,Warn,L05
36,After,Warn,L05
36,After,Warn,L05
36,After,Warn,L05
36,After,Warn,L05
36,After,Warn,L05
36,After,Warn,L05
37,After,Warn,L05
37,After,Warn,L05
37,After,Warn,L05
37,After,Warn,L05
37,After,Warn,L05
38,After,Warn,L05
38,After,Warn,L05
38,After,Warn,L05
39,After,Warn,L05
39,After,Warn,L05
40,After,Warn,L05
40,After,Warn,L05
40,After,Warn,L05
42,After,Warn,L05
42,After,Warn,L05
43,After,Warn,L05
44,After,Warn,L05
44,After,Warn,L05
45,After,Warn,L05
45,After,Warn,L05
46,After,Warn,L05
46,After,Warn,L05
50,After,Warn,L05
58,After,Warn,L05
28,Before,Warn,L06
28,Before,Warn,L06
29,Before,Warn,L06
29,Before,Warn,L06
33,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
34,Before,Warn,L06
35,Before,Warn,L06
35,Before,Warn,L06
35,Before,Warn,L06
36,Before,Warn,L06
36,Before,Warn,L06
36,Before,Warn,L06
36,Before,Warn,L06
36,Before,Warn,L06
36,Before,Warn,L06
37,Before,Warn,L06
37,Before,Warn,L06
37,Before,Warn,L06
38,Before,Warn,L06
38,Before,Warn,L06
38,Before,Warn,L06
38,Before,Warn,L06
38,Before,Warn,L06
38,Before,Warn,L06
39,Before,Warn,L06
39,Before,Warn,L06
39,Before,Warn,L06
39,Before,Warn,L06
39,Before,Warn,L06
39,Before,Warn,L06
39,Before,Warn,L06
39,Before,Warn,L06
40,Before,Warn,L06
40,Before,Warn,L06
40,Before,Warn,L06
40,Before,Warn,L06
40,Before,Warn,L06
40,Before,Warn,L06
40,Before,Warn,L06
40,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
41,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
42,Before,Warn,L06
43,Before,Warn,L06
43,Before,Warn,L06
43,Before,Warn,L06
43,Before,Warn,L06
43,Before,Warn,L06
43,Before,Warn,L06
44,Before,Warn,L06
44,Before,Warn,L06
44,Before,Warn,L06
44,Before,Warn,L06
44,Before,Warn,L06
45,Before,Warn,L06
45,Before,Warn,L06
46,Before,Warn,L06
46,Before,Warn,L06
46,Before,Warn,L06
46,Before,Warn,L06
46,Before,Warn,L06
46,Before,Warn,L06
46,Before,Warn,L06
47,Before,Warn,L06
47,Before,Warn,L06
47,Before,Warn,L06
47,Before,Warn,L06
48,Before,Warn,L06
49,Before,Warn,L06
49,Before,Warn,L06
50,Before,Warn,L06
55,Before,Warn,L06
26,After,Warn,L06
26,After,Warn,L06
26,After,Warn,L06
26,After,Warn,L06
27,After,Warn,L06
27,After,Warn,L06
27,After,Warn,L06
27,After,Warn,L06
27,After,Warn,L06
28,After,Warn,L06
28,After,Warn,L06
28,After,Warn,L06
28,After,Warn,L06
28,After,Warn,L06
28,After,Warn,L06
29,After,Warn,L06
29,After,Warn,L06
29,After,Warn,L06
29,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
30,After,Warn,L06
31,After,Warn,L06
31,After,Warn,L06
31,After,Warn,L06
31,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
32,After,Warn,L06
33,After,Warn,L06
33,After,Warn,L06
33,After,Warn,L06
33,After,Warn,L06
33,After,Warn,L06
33,After,Warn,L06
33,After,Warn,L06
33,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
34,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
35,After,Warn,L06
36,After,Warn,L06
36,After,Warn,L06
36,After,Warn,L06
36,After,Warn,L06
36,After,Warn,L06
36,After,Warn,L06
37,After,Warn,L06
37,After,Warn,L06
37,After,Warn,L06
37,After,Warn,L06
37,After,Warn,L06
37,After,Warn,L06
38,After,Warn,L06
38,After,Warn,L06
38,After,Warn,L06
39,After,Warn,L06
39,After,Warn,L06
39,After,Warn,L06
39,After,Warn,L06
39,After,Warn,L06
40,After,Warn,L06
40,After,Warn,L06
41,After,Warn,L06
42,After,Warn,L06
42,After,Warn,L06
42,After,Warn,L06
42,After,Warn,L06
43,After,Warn,L06
44,After,Warn,L06
28,Before,No Warn,L06
29,Before,No Warn,L06
30,Before,No Warn,L06
30,Before,No Warn,L06
31,Before,No Warn,L06
31,Before,No Warn,L06
32,Before,No Warn,L06
32,Before,No Warn,L06
32,Before,No Warn,L06
32,Before,No Warn,L06
33,Before,No Warn,L06
34,Before,No Warn,L06
34,Before,No Warn,L06
34,Before,No Warn,L06
34,Before,No Warn,L06
34,Before,No Warn,L06
35,Before,No Warn,L06
35,Before,No Warn,L06
35,Before,No Warn,L06
35,Before,No Warn,L06
35,Before,No Warn,L06
35,Before,No Warn,L06
35,Before,No Warn,L06
36,Before,No Warn,L06
36,Before,No Warn,L06
36,Before,No Warn,L06
36,Before,No Warn,L06
36,Before,No Warn,L06
36,Before,No Warn,L06
36,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
37,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
38,Before,No Warn,L06
39,Before,No Warn,L06
39,Before,No Warn,L06
39,Before,No Warn,L06
39,Before,No Warn,L06
39,Before,No Warn,L06
39,Before,No Warn,L06
39,Before,No Warn,L06
39,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
40,Before,No Warn,L06
41,Before,No Warn,L06
41,Before,No Warn,L06
41,Before,No Warn,L06
41,Before,No Warn,L06
41,Before,No Warn,L06
42,Before,No Warn,L06
42,Before,No Warn,L06
42,Before,No Warn,L06
42,Before,No Warn,L06
42,Before,No Warn,L06
43,Before,No Warn,L06
43,Before,No Warn,L06
43,Before,No Warn,L06
43,Before,No Warn,L06
43,Before,No Warn,L06
43,Before,No Warn,L06
43,Before,No Warn,L06
43,Before,No Warn,L06
44,Before,No Warn,L06
44,Before,No Warn,L06
44,Before,No Warn,L06
44,Before,No Warn,L06
44,Before,No Warn,L06
45,Before,No Warn,L06
46,Before,No Warn,L06
47,Before,No Warn,L06
48,Before,No Warn,L06
48,Before,No Warn,L06
50,Before,No Warn,L06
51,Before,No Warn,L06
51,Before,No Warn,L06
30,After,No Warn,L06
31,After,No Warn,L06
31,After,No Warn,L06
32,After,No Warn,L06
32,After,No Warn,L06
32,After,No Warn,L06
33,After,No Warn,L06
33,After,No Warn,L06
33,After,No Warn,L06
34,After,No Warn,L06
34,After,No Warn,L06
34,After,No Warn,L06
34,After,No Warn,L06
34,After,No Warn,L06
34,After,No Warn,L06
34,After,No Warn,L06
34,After,No Warn,L06
35,After,No Warn,L06
35,After,No Warn,L06
35,After,No Warn,L06
35,After,No Warn,L06
35,After,No Warn,L06
35,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
36,After,No Warn,L06
37,After,No Warn,L06
37,After,No Warn,L06
37,After,No Warn,L06
37,After,No Warn,L06
37,After,No Warn,L06
37,After,No Warn,L06
37,After,No Warn,L06
37,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
38,After,No Warn,L06
39,After,No Warn,L06
39,After,No Warn,L06
39,After,No Warn,L06
39,After,No Warn,L06
39,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
40,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
41,After,No Warn,L06
42,After,No Warn,L06
42,After,No Warn,L06
42,After,No Warn,L06
43,After,No Warn,L06
43,After,No Warn,L06
43,After,No Warn,L06
44,After,No Warn,L06
46,After,No Warn,L06
46,After,No Warn,L06
47,After,No Warn,L06
47,After,No Warn,L06
47,After,No Warn,L06
50,After,No Warn,L06
51,After,No Warn,L06
51,After,No Warn,L06
51,After,No Warn,L06
54,After,No Warn,L06
54,After,No Warn,L06
22,Before,Warn,L07
22,Before,Warn,L07
22,Before,Warn,L07
24,Before,Warn,L07
24,Before,Warn,L07
24,Before,Warn,L07
24,Before,Warn,L07
24,Before,Warn,L07
24,Before,Warn,L07
25,Before,Warn,L07
25,Before,Warn,L07
25,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
26,Before,Warn,L07
27,Before,Warn,L07
27,Before,Warn,L07
27,Before,Warn,L07
27,Before,Warn,L07
27,Before,Warn,L07
27,Before,Warn,L07
27,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
28,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
29,Before,Warn,L07
30,Before,Warn,L07
30,Before,Warn,L07
30,Before,Warn,L07
30,Before,Warn,L07
30,Before,Warn,L07
30,Before,Warn,L07
30,Before,Warn,L07
30,Before,Warn,L07
31,Before,Warn,L07
31,Before,Warn,L07
31,Before,Warn,L07
31,Before,Warn,L07
31,Before,Warn,L07
31,Before,Warn,L07
31,Before,Warn,L07
31,Before,Warn,L07
32,Before,Warn,L07
32,Before,Warn,L07
32,Before,Warn,L07
32,Before,Warn,L07
32,Before,Warn,L07
32,Before,Warn,L07
33,Before,Warn,L07
33,Before,Warn,L07
33,Before,Warn,L07
33,Before,Warn,L07
33,Before,Warn,L07
34,Before,Warn,L07
34,Before,Warn,L07
34,Before,Warn,L07
34,Before,Warn,L07
34,Before,Warn,L07
34,Before,Warn,L07
34,Before,Warn,L07
34,Before,Warn,L07
35,Before,Warn,L07
35,Before,Warn,L07
35,Before,Warn,L07
35,Before,Warn,L07
35,Before,Warn,L07
36,Before,Warn,L07
36,Before,Warn,L07
36,Before,Warn,L07
36,Before,Warn,L07
37,Before,Warn,L07
37,Before,Warn,L07
38,Before,Warn,L07
38,Before,Warn,L07
43,Before,Warn,L07
19,After,Warn,L07
20,After,Warn,L07
21,After,Warn,L07
21,After,Warn,L07
22,After,Warn,L07
22,After,Warn,L07
22,After,Warn,L07
23,After,Warn,L07
23,After,Warn,L07
23,After,Warn,L07
23,After,Warn,L07
23,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
24,After,Warn,L07
25,After,Warn,L07
25,After,Warn,L07
25,After,Warn,L07
25,After,Warn,L07
25,After,Warn,L07
25,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
26,After,Warn,L07
27,After,Warn,L07
27,After,Warn,L07
27,After,Warn,L07
27,After,Warn,L07
27,After,Warn,L07
27,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
28,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
29,After,Warn,L07
30,After,Warn,L07
30,After,Warn,L07
30,After,Warn,L07
30,After,Warn,L07
30,After,Warn,L07
30,After,Warn,L07
30,After,Warn,L07
31,After,Warn,L07
31,After,Warn,L07
32,After,Warn,L07
32,After,Warn,L07
32,After,Warn,L07
32,After,Warn,L07
32,After,Warn,L07
32,After,Warn,L07
32,After,Warn,L07
33,After,Warn,L07
33,After,Warn,L07
34,After,Warn,L07
34,After,Warn,L07
34,After,Warn,L07
34,After,Warn,L07
34,After,Warn,L07
34,After,Warn,L07
36,After,Warn,L07
36,After,Warn,L07
36,After,Warn,L07
37,After,Warn,L07
32,Before,No Warn,L07
34,Before,No Warn,L07
34,Before,No Warn,L07
34,Before,No Warn,L07
34,Before,No Warn,L07
34,Before,No Warn,L07
35,Before,No Warn,L07
36,Before,No Warn,L07
36,Before,No Warn,L07
37,Before,No Warn,L07
37,Before,No Warn,L07
37,Before,No Warn,L07
37,Before,No Warn,L07
37,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
38,Before,No Warn,L07
39,Before,No Warn,L07
39,Before,No Warn,L07
39,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
40,Before,No Warn,L07
41,Before,No Warn,L07
41,Before,No Warn,L07
41,Before,No Warn,L07
41,Before,No Warn,L07
41,Before,No Warn,L07
42,Before,No Warn,L07
42,Before,No Warn,L07
42,Before,No Warn,L07
42,Before,No Warn,L07
42,Before,No Warn,L07
42,Before,No Warn,L07
42,Before,No Warn,L07
43,Before,No Warn,L07
43,Before,No Warn,L07
43,Before,No Warn,L07
43,Before,No Warn,L07
43,Before,No Warn,L07
44,Before,No Warn,L07
44,Before,No Warn,L07
44,Before,No Warn,L07
44,Before,No Warn,L07
44,Before,No Warn,L07
44,Before,No Warn,L07
44,Before,No Warn,L07
44,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
45,Before,No Warn,L07
46,Before,No Warn,L07
46,Before,No Warn,L07
46,Before,No Warn,L07
46,Before,No Warn,L07
46,Before,No Warn,L07
46,Before,No Warn,L07
47,Before,No Warn,L07
47,Before,No Warn,L07
47,Before,No Warn,L07
47,Before,No Warn,L07
48,Before,No Warn,L07
48,Before,No Warn,L07
48,Before,No Warn,L07
48,Before,No Warn,L07
48,Before,No Warn,L07
48,Before,No Warn,L07
49,Before,No Warn,L07
51,Before,No Warn,L07
53,Before,No Warn,L07
54,Before,No Warn,L07
55,Before,No Warn,L07
56,Before,No Warn,L07
31,After,No Warn,L07
32,After,No Warn,L07
33,After,No Warn,L07
33,After,No Warn,L07
33,After,No Warn,L07
33,After,No Warn,L07
35,After,No Warn,L07
35,After,No Warn,L07
35,After,No Warn,L07
36,After,No Warn,L07
36,After,No Warn,L07
36,After,No Warn,L07
36,After,No Warn,L07
36,After,No Warn,L07
37,After,No Warn,L07
37,After,No Warn,L07
37,After,No Warn,L07
38,After,No Warn,L07
38,After,No Warn,L07
38,After,No Warn,L07
38,After,No Warn,L07
38,After,No Warn,L07
38,After,No Warn,L07
38,After,No Warn,L07
39,After,No Warn,L07
39,After,No Warn,L07
40,After,No Warn,L07
40,After,No Warn,L07
40,After,No Warn,L07
40,After,No Warn,L07
40,After,No Warn,L07
40,After,No Warn,L07
40,After,No Warn,L07
40,After,No Warn,L07
41,After,No Warn,L07
41,After,No Warn,L07
41,After,No Warn,L07
41,After,No Warn,L07
41,After,No Warn,L07
41,After,No Warn,L07
42,After,No Warn,L07
42,After,No Warn,L07
42,After,No Warn,L07
42,After,No Warn,L07
42,After,No Warn,L07
42,After,No Warn,L07
42,After,No Warn,L07
